Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP,Condition,Trim,Location,Origin,Horsepower,Color,Source,Source_URL,Source_ID,Collected_At
Peugeot,208,222000,2014,Benzine,Automatic,1600,Hatchback,"EGP 450,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-113,
Opel,Mokka,38000,2022,Benzine,Automatic,,Hatchback,"EGP 985,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-114,
Daewoo,Juliet,335000,1999,Benzine,Manual,1500,Hatchback,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-115,
Mercedes-Benz,C Class,61000,2017,Benzine,Automatic,1600,Sedan,"EGP 1,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-116,
Opel,Mokka,5000,2024,Benzine,Automatic,1200,SUV,"EGP 1,270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-117,
Hyundai,Elantra,775000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-118,
Chevrolet,Other,200000,1989,Benzine,Automatic,7200,Van / Bus,"EGP 750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-119,
Fiat,127,89000,1982,Benzine,Manual,903,Hatchback,"EGP 45,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-120,
Land Rover,Range Rover Sport,11000,2021,Benzine,Automatic,2000,SUV,"EGP 5,690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-121,
Toyota,Corolla,97000,2019,Benzine,Automatic,1600,Sedan,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-122,
BMW,X4M,30000,2024,Benzine,Automatic,2000,Sports / Coupe,"EGP 4,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-123,
Toyota,Yaris,270000,2008,Benzine,Automatic,1300,Sedan,"EGP 380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-124,
Mercedes-Benz,E180,165000,2019,Benzine,Automatic,,Sedan,"EGP 2,300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-125,
Opel,Corsa,178000,2005,Benzine,Manual,1600,Sedan,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-126,
BMW,740,17000,2025,Benzine,Automatic,300,Sedan,"EGP 9,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-127,
Opel,Insignia,48000,2018,Benzine,Automatic,1500,Sedan,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-128,
Mercedes-Benz,GLC 200,75000,2024,Benzine,Automatic,,Sedan,"EGP 4,350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-129,
Chevrolet,Lanos,223000,2010,Benzine,Manual,1600,Sedan,"EGP 220,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-130,
Speranza,A516,131000,2008,Natural Gas,Manual,1600,Sedan,"EGP 155,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-131,
Renault,Logan,168000,2016,Benzine,Automatic,1600,Sedan,"EGP 480,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-132,
Mercedes-Benz,C180,20000,2023,Benzine,Automatic,1600,Sports / Coupe,"EGP 2,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-133,
Daewoo,Nubira,430000,2000,Natural Gas,Automatic,,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-134,
Chery,Tiggo 3,79000,2023,Benzine,Automatic,1500,4X4,"EGP 655,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-135,
BYD,F3,17000,2025,Benzine,Manual,,Sedan,"EGP 720,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-136,
Renault,Logan,222000,2016,Benzine,Automatic,1600,Sedan,"EGP 375,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-137,
Mercedes-Benz,C200,170000,2002,Benzine,Automatic,2000,Sedan,"EGP 680,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-138,
Daewoo,Lanos,300000,2002,Benzine,Manual,,Convertible,"EGP 175,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-139,
Fiat,Brava,180000,1998,Benzine,Manual,1600,Hatchback,"EGP 165,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-140,
Fiat,Shahin,500000,2000,Benzine,Manual,,Sedan,"EGP 110,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-141,
Opel,Astra,161000,2014,Diesel,Automatic,,Sedan,"EGP 675,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-142,
Honda,Accord,280000,1982,Benzine,Automatic,,,"EGP 120,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-143,
Hyundai,Matrix,189000,2006,Benzine,Automatic,1600,Hatchback,"EGP 430,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-144,
Kia,Sportage,50000,2024,Benzine,Automatic,1600,Hatchback,"EGP 1,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-145,
Kia,Sportage,95000,2021,Benzine,Automatic,1600,SUV,"EGP 1,260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-146,
Volkswagen,T-Roc,11000,2022,Benzine,Automatic,1400,SUV,"EGP 1,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-147,
Mercedes-Benz,GLS,60000,2021,Benzine,Automatic,,4X4,"EGP 6,800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-148,
Mercedes-Benz,C200,16000,2023,Benzine,Automatic,,Convertible,"EGP 3,550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-149,
Kia,Xceed,5000,2025,Benzine,Automatic,1500,Hatchback,"EGP 1,440,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-150,
Daewoo,Matiz,275000,2000,Benzine,Manual,800,Hatchback,"EGP 120,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-151,
Hyundai,Excel,300000,1997,Benzine,Manual,1300,Sedan,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-152,
Chevrolet,Lanos,150000,2012,Benzine,Manual,1600,Sedan,"EGP 245,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-153,
Mercedes-Benz,E200,26000,2021,Hybrid,Automatic,2000,Convertible,"EGP 3,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-154,
Mitsubishi,Lancer,320,1999,Benzine,Automatic,1300,Sedan,"EGP 265,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-155,
Nissan,Sunny,70000,2017,Benzine,Automatic,1500,Sedan,"EGP 465,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-156,
Speranza,A113,128000,2011,Benzine,Manual,1300,Hatchback,"EGP 220,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-157,
Peugeot,206,325000,2004,Benzine,Automatic,1600,Sedan,"EGP 325,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-158,
BMW,320,115000,2020,Benzine,Automatic,2000,Sedan,"EGP 1,875,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-159,
Toyota,Corolla,112000,2018,Benzine,Automatic,1600,Sedan,"EGP 820,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-160,
Audi,A5,64000,2024,Benzine,Automatic,2000,Sedan,"EGP 2,700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-161,
Audi,A4,102000,2019,Benzine,Automatic,1400,Sedan,"EGP 1,350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-162,
Skoda,Octavia,98000,2021,Benzine,Automatic,,Sedan,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-163,
Peugeot,408,10000,2025,Benzine,Automatic,,Estate,"EGP 2,025,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-164,
Mercedes-Benz,E180,65000,2018,Benzine,Automatic,2000,Sedan,"EGP 2,380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-165,
Seat,Ibiza,56000,2021,Benzine,Automatic,1600,Hatchback,"EGP 870,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-166,
Renault,Sandero,200000,2014,Benzine,Manual,1600,Hatchback,"EGP 340,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-167,
Geely,Emgrand 7,25000,2013,Benzine,Manual,1500,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-168,
Mercedes-Benz,C200,35000,2023,Benzine,Automatic,,Convertible,"EGP 3,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-169,
Kia,Xceed,74000,2022,Benzine,Automatic,,,"EGP 1,150",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-170,
Hyundai,Excel,100000,1994,Benzine,Manual,1300,Sedan,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-171,
Opel,Astra,200000,2004,Benzine,Automatic,,Sedan,"EGP 240,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-172,
Jaguar,XE,88000,2021,Benzine,Automatic,,Sedan,"EGP 2,450,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-173,
Audi,A3,140000,2020,Benzine,Automatic,1000,Sedan,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-174,
Fiat,127,1,1986,Benzine,Manual,,,"EGP 45,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-175,
Suzuki,Alto,80000,2020,Benzine,Manual,800,Hatchback,"EGP 325,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-176,
Mercedes-Benz,S400,70000,2015,Hybrid,Automatic,3500,Sedan,"EGP 3,800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-177,
BMW,X5,139000,2020,Benzine,Automatic,3000,SUV,"EGP 3,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-178,
Volvo,XC40,200,2021,Benzine,Automatic,2000,SUV,"EGP 1,380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-179,
Mercedes-Benz,C180,146000,2020,Benzine,Automatic,1500,Sedan,"EGP 2,075,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-180,
Geely,Okavango,22000,2024,Hybrid,Automatic,1500,SUV,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-181,
Opel,Vectra,265000,2008,Benzine,Automatic,1600,Sedan,"EGP 460,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-182,
Opel,Vectra,180500,1996,Benzine,Automatic,2000,Sedan,"EGP 265,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-183,
BMW,X5,120000,2021,Benzine,Automatic,4400,SUV,"EGP 4,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-184,
BMW,520,17000,2024,Benzine,Automatic,2000,Sedan,"EGP 4,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-185,
Land Rover,Range Rover Vogue,7000,2024,Benzine,Automatic,,SUV,"EGP 13,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-186,
Renault,Kadjar,125000,2017,Benzine,Automatic,,SUV,"EGP 710,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-187,
Mercedes-Benz,C180,48000,2018,Benzine,Automatic,1600,Sedan,"EGP 2,090,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-188,
Volkswagen,Tiguan,194800,2015,Benzine,Automatic,1400,SUV,"EGP 945,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-189,
Mercedes-Benz,C180,125000,2012,Benzine,Automatic,1600,Sedan,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-190,
Fiat,Tipo,28000,2022,Benzine,Automatic,1600,Sedan,"EGP 750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-191,
BMW,316,236000,2006,Benzine,Manual,1600,Sedan,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-192,
Toyota,C-HR,65000,2022,Benzine,Automatic,1200,Hatchback,"EGP 1,370,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-193,
Skoda,Octavia,8000,2024,Benzine,Automatic,1400,Sedan,"EGP 1,550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-194,
Mercedes-Benz,GLA 200,133500,2019,Benzine,Automatic,,SUV,"EGP 1,475,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-195,
Opel,Vectra,150000,2008,Benzine,Automatic,1600,Sedan,"EGP 410,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-196,
Opel,Astra,123000,2019,Benzine,Automatic,1400,Sedan,"EGP 610,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-197,
Mercedes-Benz,E350,290000,2007,Benzine,Automatic,3000,Sedan,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-198,
Mercedes-Benz,C200,16000,2023,Benzine,Automatic,1600,Convertible,"EGP 3,075,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-199,
Kia,Picanto,130,2019,Benzine,Automatic,1250,Hatchback,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-200,
MG,MG 5,113000,2021,Benzine,Automatic,1600,Sedan,"EGP 690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-201,
Renault,Optima,100000,1997,Benzine,Manual,1300,Sedan,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-202,
Hyundai,Excel,102222,1997,Benzine,Manual,1500,Sedan,"EGP 140,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-203,
BMW,X5 M,50000,2023,Benzine,Automatic,4400,4X4,"EGP 5,300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-204,
Mazda,323,99999,1982,Benzine,Manual,1300,Sedan,"EGP 75,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-205,
Daihatsu,Grand Terios,214000,2010,Benzine,Automatic,1600,Hatchback,"EGP 500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-206,
BMW,318,200000,2016,Benzine,Automatic,1800,Sedan,"EGP 900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-207,
